seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr10	12922871	12923148	278	*	Promoter (<=1kb)	10	12916648	12923090	6443	2	ENSMUSG00000097378.8	ENSMUST00000181073.8	0
chr10	13107845	13107997	153	*	Intron (ENSMUST00000193426.5/ENSMUSG00000019817.18, intron 3 of 7)	10	13060504	13127354	66851	1	ENSMUSG00000019817.18	ENSMUST00000193426.5	47341
chr10	13304531	13305564	1034	*	Intron (ENSMUST00000105545.11/ENSMUSG00000062866.16, intron 1 of 12)	10	13207717	13474412	266696	2	ENSMUSG00000062866.16	ENSMUST00000105545.11	168848
chr10	13323610	13323785	176	*	Intron (ENSMUST00000105545.11/ENSMUSG00000062866.16, intron 1 of 12)	10	13207717	13474412	266696	2	ENSMUSG00000062866.16	ENSMUST00000105545.11	150627
chr10	14017293	14018383	1091	*	Intron (ENSMUST00000187083.6/ENSMUSG00000015501.10, intron 2 of 12)	10	13966075	14150589	184515	1	ENSMUSG00000015501.10	ENSMUST00000187083.6	51218
chr10	14195478	14195692	215	*	Promoter (1-2kb)	10	14197015	14206821	9807	1	ENSMUSG00000112266.1	ENSMUST00000218190.1	-1323
chr10	17023633	17023926	294	*	Intron (ENSMUST00000207720.1/ENSMUSG00000101969.2, intron 1 of 12)	10	16906427	17095608	189182	2	ENSMUSG00000101969.2	ENSMUST00000207720.1	71682
chr10	18747764	18749024	1261	*	Intron (ENSMUST00000215162.1/ENSMUSG00000111474.1, intron 1 of 4)	10	18743469	18837979	94511	1	ENSMUSG00000111474.1	ENSMUST00000215162.1	4295
chr10	20674226	20674383	158	*	Intron (ENSMUST00000020165.13/ENSMUSG00000019990.15, intron 1 of 12)	10	20398004	20725078	327075	2	ENSMUSG00000019990.15	ENSMUST00000020165.13	50695
chr10	21994195	21994422	228	*	Intron (ENSMUST00000120509.7/ENSMUSG00000019970.15, intron 3 of 13)	10	21882184	21999893	117710	1	ENSMUSG00000019970.15	ENSMUST00000120509.7	112011
chr10	24228860	24229132	273	*	Intron (ENSMUST00000095784.2/ENSMUSG00000020000.7, intron 1 of 11)	10	24223517	24302790	79274	1	ENSMUSG00000020000.7	ENSMUST00000095784.2	5343
chr10	25022766	25024824	2059	*	Intron (ENSMUST00000219012.1/ENSMUSG00000111970.1, intron 2 of 3)	10	25000020	25030598	30579	1	ENSMUSG00000111970.1	ENSMUST00000219012.1	22746
chr10	26772565	26772722	158	*	5' UTR	10	26753421	26860732	107312	1	ENSMUSG00000039031.16	ENSMUST00000176060.7	19144
chr10	27149950	27150105	156	*	Intron (ENSMUST00000092639.11/ENSMUSG00000019899.17, intron 32 of 64)	10	26981285	27616843	635559	2	ENSMUSG00000019899.17	ENSMUST00000092639.11	466738
chr10	27366174	27366416	243	*	Intron (ENSMUST00000092639.11/ENSMUSG00000019899.17, intron 5 of 64)	10	26981285	27616843	635559	2	ENSMUSG00000019899.17	ENSMUST00000092639.11	250427
chr10	28322562	28322805	244	*	Intron (ENSMUST00000166468.1/ENSMUSG00000019889.10, intron 3 of 31)	10	28074820	28597397	522578	1	ENSMUSG00000019889.10	ENSMUST00000166468.1	247742
chr10	28811528	28813419	1892	*	Intron (ENSMUST00000056097.10/ENSMUSG00000049109.15, intron 4 of 5)	10	28668360	28883815	215456	1	ENSMUSG00000049109.15	ENSMUST00000056097.10	143168
chr10	29533192	29534820	1629	*	Promoter (<=1kb)	10	29534717	29614471	79755	1	ENSMUSG00000110831.1	ENSMUST00000215560.1	0
chr10	29539341	29540042	702	*	Intron (ENSMUST00000215560.1/ENSMUSG00000110831.1, intron 1 of 1)	10	29534717	29614471	79755	1	ENSMUSG00000110831.1	ENSMUST00000215560.1	4624
chr10	30618349	30618559	211	*	Promoter (<=1kb)	10	30608141	30618479	10339	2	ENSMUSG00000019791.12	ENSMUST00000161074.7	0
chr10	32888455	32888661	207	*	Promoter (1-2kb)	10	31689310	32890461	1201152	2	ENSMUSG00000069670.8	ENSMUST00000191234.6	1800
chr10	33713867	33714018	152	*	Promoter (<=1kb)	10	33714892	33715387	496	1	ENSMUSG00000112656.1	ENSMUST00000217937.1	-874
chr10	34299436	34299664	229	*	3' UTR	10	34288288	34313683	25396	2	ENSMUSG00000039480.14	ENSMUST00000129363.7	14019
chr10	37135972	37136221	250	*	Promoter (2-3kb)	10	37133375	37138920	5546	2	ENSMUSG00000069662.5	ENSMUST00000092584.5	2699
chr10	37141044	37141194	151	*	Promoter (<=1kb)	10	37141089	37150596	9508	1	ENSMUSG00000046463.5	ENSMUST00000217338.1	0
chr10	39409320	39410152	833	*	Intron (ENSMUST00000148152.7/ENSMUSG00000019843.14, intron 2 of 4)	10	39368855	39515668	146814	1	ENSMUSG00000019843.14	ENSMUST00000148152.7	40465
chr10	42210930	42211102	173	*	Intron (ENSMUST00000105502.7/ENSMUSG00000048756.11, intron 2 of 3)	10	42181841	42276752	94912	2	ENSMUSG00000048756.11	ENSMUST00000105502.7	65650
chr10	42679523	42679702	180	*	Intron (ENSMUST00000105497.7/ENSMUSG00000038280.12, intron 2 of 5)	10	42583835	42698323	114489	1	ENSMUSG00000038280.12	ENSMUST00000105497.7	95688
chr10	45362751	45362903	153	*	Intron (ENSMUST00000095715.4/ENSMUSG00000071317.4, intron 7 of 7)	10	45335772	45372479	36708	1	ENSMUSG00000071317.4	ENSMUST00000095715.4	26979
chr10	52691569	52691839	271	*	Promoter (1-2kb)	10	52690533	53111622	421090	1	ENSMUSG00000038602.7	ENSMUST00000105473.2	1036
chr10	52878155	52878432	278	*	Intron (ENSMUST00000105473.2/ENSMUSG00000038602.7, intron 1 of 7)	10	52690533	53111622	421090	1	ENSMUSG00000038602.7	ENSMUST00000105473.2	187622
chr10	52910998	52911207	210	*	Intron (ENSMUST00000105473.2/ENSMUSG00000038602.7, intron 1 of 7)	10	52690533	53111622	421090	1	ENSMUSG00000038602.7	ENSMUST00000105473.2	220465
chr10	57782647	57782819	173	*	Promoter (<=1kb)	10	57782354	57782801	448	1	ENSMUSG00000093552.1	ENSMUST00000177265.1	293
chr10	58382484	58385048	2565	*	Intron (ENSMUST00000020078.13/ENSMUSG00000019920.18, intron 1 of 9)	10	58323466	58424691	101226	1	ENSMUSG00000019920.18	ENSMUST00000020078.13	59018
chr10	58816567	58816773	207	*	Intron (ENSMUST00000135526.8/ENSMUSG00000037990.18, intron 1 of 3)	10	58813359	59050020	236662	1	ENSMUSG00000037990.18	ENSMUST00000135526.8	3208
chr10	58830137	58830605	469	*	Intron (ENSMUST00000135526.8/ENSMUSG00000037990.18, intron 1 of 3)	10	58813359	59050020	236662	1	ENSMUSG00000037990.18	ENSMUST00000135526.8	16778
chr10	58872329	58872869	541	*	Intron (ENSMUST00000135526.8/ENSMUSG00000037990.18, intron 1 of 3)	10	58813359	59050020	236662	1	ENSMUSG00000037990.18	ENSMUST00000135526.8	58970
chr10	58935978	58936210	233	*	Intron (ENSMUST00000135526.8/ENSMUSG00000037990.18, intron 1 of 3)	10	58813359	59050020	236662	1	ENSMUSG00000037990.18	ENSMUST00000135526.8	122619
chr10	60209804	60209953	150	*	Intron (ENSMUST00000135158.8/ENSMUSG00000057337.13, intron 1 of 3)	10	60181532	60219260	37729	2	ENSMUSG00000057337.13	ENSMUST00000135158.8	9307
chr10	60286424	60286650	227	*	Intron (ENSMUST00000105465.7/ENSMUSG00000004207.14, intron 1 of 13)	10	60277627	60302594	24968	1	ENSMUSG00000004207.14	ENSMUST00000105465.7	8797
chr10	61146443	61146691	249	*	Promoter (<=1kb)	10	61098642	61147644	49003	2	ENSMUSG00000020097.14	ENSMUST00000122259.7	953
chr10	67004920	67005189	270	*	Promoter (<=1kb)	10	67005020	67040806	35787	1	ENSMUSG00000112925.1	ENSMUST00000217788.1	0
chr10	67126383	67128218	1836	*	Promoter (<=1kb)	10	67127258	67256318	129061	1	ENSMUSG00000037876.17	ENSMUST00000174408.7	0
chr10	67184778	67186329	1552	*	Promoter (<=1kb)	10	67185748	67191750	6003	1	ENSMUSG00000037876.17	ENSMUST00000219563.1	0
chr10	67903093	67903275	183	*	Intron (ENSMUST00000064656.7/ENSMUSG00000037855.15, intron 2 of 4)	10	67886103	67912662	26560	2	ENSMUSG00000037855.15	ENSMUST00000064656.7	9387
chr10	68153844	68154073	230	*	Intron (ENSMUST00000219238.1/ENSMUSG00000019947.10, intron 4 of 9)	10	68092520	68278740	186221	2	ENSMUSG00000019947.10	ENSMUST00000219238.1	124667
chr10	69155271	69156172	902	*	5' UTR	10	69151434	69249713	98280	1	ENSMUSG00000019944.14	ENSMUST00000167286.7	3837
chr10	69756874	69757060	187	*	Intron (ENSMUST00000218680.1/ENSMUSG00000069601.14, intron 2 of 42)	10	69398996	70023957	624962	1	ENSMUSG00000069601.14	ENSMUST00000218680.1	357878
chr10	69853986	69855496	1511	*	Intron (ENSMUST00000218680.1/ENSMUSG00000069601.14, intron 9 of 42)	10	69398996	70023957	624962	1	ENSMUSG00000069601.14	ENSMUST00000218680.1	454990
chr10	69858289	69858497	209	*	3' UTR	10	69398996	70023957	624962	1	ENSMUSG00000069601.14	ENSMUST00000218680.1	459293
chr10	69919288	69919480	193	*	Intron (ENSMUST00000218680.1/ENSMUSG00000069601.14, intron 24 of 42)	10	69398996	70023957	624962	1	ENSMUSG00000069601.14	ENSMUST00000218680.1	520292
chr10	70521326	70521476	151	*	Intron (ENSMUST00000105436.8/ENSMUSG00000043259.15, intron 7 of 14)	10	70440668	70558729	118062	1	ENSMUSG00000043259.15	ENSMUST00000105436.8	80658
chr10	70598480	70598827	348	*	Promoter (<=1kb)	10	70557682	70599291	41610	2	ENSMUSG00000037747.9	ENSMUST00000046513.9	464
chr10	75704935	75705123	189	*	Intron (ENSMUST00000001712.7/ENSMUSG00000020196.10, intron 26 of 36)	10	75646112	75764316	118205	2	ENSMUSG00000020196.10	ENSMUST00000001712.7	59193
chr10	79855462	79856108	647	*	Promoter (1-2kb)	10	79854427	79864432	10006	1	ENSMUSG00000006498.16	ENSMUST00000172282.7	1035
chr10	79986163	79986475	313	*	Promoter (<=1kb)	10	79985506	79985612	107	1	ENSMUSG00000095615.1	ENSMUST00000179260.1	657
chr10	80054147	80054645	499	*	Promoter (<=1kb)	10	80054465	80056394	1930	1	ENSMUSG00000075706.10	ENSMUST00000183037.1	0
chr10	81005787	81006258	472	*	Intron (ENSMUST00000092285.9/ENSMUSG00000048240.14, intron 1 of 3)	10	80948624	81014925	66302	2	ENSMUSG00000048240.14	ENSMUST00000092285.9	8667
chr10	81137707	81137899	193	*	Promoter (2-3kb)	10	81135220	81144496	9277	1	ENSMUSG00000035011.15	ENSMUST00000125261.1	2487
chr10	82178256	82178581	326	*	Promoter (<=1kb)	10	82178372	82193325	14954	1	ENSMUSG00000112110.1	ENSMUST00000217860.1	0
chr10	82699147	82699323	177	*	Promoter (<=1kb)	10	82699211	82712230	13020	1	ENSMUSG00000020246.13	ENSMUST00000162422.1	0
chr10	82860290	82860484	195	*	Promoter (<=1kb)	10	82860301	82897710	37410	1	ENSMUSG00000020250.10	ENSMUST00000219442.1	0
chr10	85558720	85559703	984	*	Intron (ENSMUST00000105307.7/ENSMUSG00000020042.15, intron 2 of 16)	10	85386814	85660292	273479	1	ENSMUSG00000020042.15	ENSMUST00000105307.7	171906
chr10	90680806	90680961	156	*	3' UTR	10	89873509	90970219	1096711	1	ENSMUSG00000058589.14	ENSMUST00000183156.7	807297
chr10	90704293	90705372	1080	*	Intron (ENSMUST00000183156.7/ENSMUSG00000058589.14, intron 17 of 25)	10	89873509	90970219	1096711	1	ENSMUSG00000058589.14	ENSMUST00000183156.7	830784
chr10	90830244	90830796	553	*	Intron (ENSMUST00000183156.7/ENSMUSG00000058589.14, intron 17 of 25)	10	89873509	90970219	1096711	1	ENSMUSG00000058589.14	ENSMUST00000183156.7	956735
chr10	91171247	91171535	289	*	Promoter (<=1kb)	10	91157099	91171524	14426	2	ENSMUSG00000019961.17	ENSMUST00000214391.1	0
chr10	91182720	91183450	731	*	Promoter (1-2kb)	10	91164046	91181315	17270	2	ENSMUSG00000019961.17	ENSMUST00000216402.1	-1405
chr10	93213353	93213638	286	*	Intron (ENSMUST00000215495.1/ENSMUSG00000020015.10, intron 3 of 6)	10	93160875	93225368	64494	1	ENSMUSG00000020015.10	ENSMUST00000215495.1	52478
chr10	93274984	93275225	242	*	Intron (ENSMUST00000008542.11/ENSMUSG00000008398.16, intron 2 of 4)	10	93247414	93311135	63722	2	ENSMUSG00000008398.16	ENSMUST00000008542.11	35910
chr10	93277126	93277287	162	*	Intron (ENSMUST00000008542.11/ENSMUSG00000008398.16, intron 2 of 4)	10	93247414	93311135	63722	2	ENSMUSG00000008398.16	ENSMUST00000008542.11	33848
chr10	93889819	93890009	191	*	Promoter (1-2kb)	10	93860928	93891202	30275	2	ENSMUSG00000036112.15	ENSMUST00000180840.7	1193
chr10	95562666	95562966	301	*	Promoter (1-2kb)	10	95547007	95564146	17140	2	ENSMUSG00000020029.6	ENSMUST00000020217.6	1180
chr10	99311019	99311168	150	*	Intron (ENSMUST00000189035.1/ENSMUSG00000044633.4, intron 1 of 2)	10	99298888	99423047	124160	1	ENSMUSG00000044633.4	ENSMUST00000189035.1	12131
chr10	99323029	99323969	941	*	Intron (ENSMUST00000189035.1/ENSMUSG00000044633.4, intron 1 of 2)	10	99298888	99423047	124160	1	ENSMUSG00000044633.4	ENSMUST00000189035.1	24141
chr10	99419838	99420305	468	*	Intron (ENSMUST00000189035.1/ENSMUSG00000044633.4, intron 2 of 2)	10	99298888	99423047	124160	1	ENSMUSG00000044633.4	ENSMUST00000189035.1	120950
chr10	99476582	99476805	224	*	Intron (ENSMUST00000219484.1/ENSMUSG00000112265.1, intron 1 of 2)	10	99459962	99488610	28649	1	ENSMUSG00000112265.1	ENSMUST00000219484.1	16620
chr10	100018216	100018439	224	*	Promoter (2-3kb)	10	100015630	100100416	84787	1	ENSMUSG00000019966.18	ENSMUST00000105283.8	2586
chr10	106510044	106510351	308	*	Intron (ENSMUST00000029404.16/ENSMUSG00000053825.15, intron 2 of 31)	10	106470339	106932492	462154	1	ENSMUSG00000053825.15	ENSMUST00000029404.16	39705
chr10	106633561	106633711	151	*	Intron (ENSMUST00000029404.16/ENSMUSG00000053825.15, intron 3 of 31)	10	106470339	106932492	462154	1	ENSMUSG00000053825.15	ENSMUST00000029404.16	163222
chr10	106642765	106642914	150	*	Intron (ENSMUST00000029404.16/ENSMUSG00000053825.15, intron 3 of 31)	10	106470339	106932492	462154	1	ENSMUSG00000053825.15	ENSMUST00000029404.16	172426
chr10	106679119	106679269	151	*	Intron (ENSMUST00000029404.16/ENSMUSG00000053825.15, intron 3 of 31)	10	106470339	106932492	462154	1	ENSMUSG00000053825.15	ENSMUST00000029404.16	208780
chr10	106869767	106870131	365	*	Exon (ENSMUST00000029404.16/ENSMUSG00000053825.15, exon 21 of 32)	10	106470339	106932492	462154	1	ENSMUSG00000053825.15	ENSMUST00000029404.16	399428
chr10	108202061	108202460	400	*	Intron (ENSMUST00000219263.1/ENSMUSG00000019907.10, intron 2 of 24)	10	108162193	108277351	115159	1	ENSMUSG00000019907.10	ENSMUST00000219263.1	39868
chr10	108577180	108577363	184	*	Intron (ENSMUST00000105276.7/ENSMUSG00000035864.14, intron 10 of 11)	10	108497650	109010975	513326	2	ENSMUSG00000035864.14	ENSMUST00000105276.7	433612
chr10	109009731	109009932	202	*	Promoter (1-2kb)	10	108497650	109010975	513326	2	ENSMUSG00000035864.14	ENSMUST00000105276.7	1043
chr10	110192418	110192635	218	*	Intron (ENSMUST00000239301.1/ENSMUSG00000020181.18, intron 3 of 40)	10	109681259	110456204	774946	2	ENSMUSG00000020181.18	ENSMUST00000239301.1	263569
chr10	110307355	110307545	191	*	Intron (ENSMUST00000239301.1/ENSMUSG00000020181.18, intron 2 of 40)	10	109681259	110456204	774946	2	ENSMUSG00000020181.18	ENSMUST00000239301.1	148659
chr10	110421246	110421493	248	*	Intron (ENSMUST00000239301.1/ENSMUSG00000020181.18, intron 1 of 40)	10	109681259	110456204	774946	2	ENSMUSG00000020181.18	ENSMUST00000239301.1	34711
chr10	110453203	110453559	357	*	Promoter (2-3kb)	10	109681259	110456204	774946	2	ENSMUSG00000020181.18	ENSMUST00000239301.1	2645
chr10	115145917	115146110	194	*	Exon (ENSMUST00000006949.8/ENSMUSG00000006764.8, exon 7 of 11)	10	115078641	115185022	106382	2	ENSMUSG00000006764.8	ENSMUST00000006949.8	38912
chr10	115219846	115220156	311	*	Intron (ENSMUST00000020339.9/ENSMUSG00000020130.9, intron 7 of 16)	10	115197872	115251467	53596	2	ENSMUSG00000020130.9	ENSMUST00000020339.9	31311
chr10	116437727	116437966	240	*	Intron (ENSMUST00000068233.10/ENSMUSG00000054934.10, intron 2 of 2)	10	116417861	116473878	56018	2	ENSMUSG00000054934.10	ENSMUST00000068233.10	35912
chr10	117013939	117015325	1387	*	Intron (ENSMUST00000020378.4/ENSMUSG00000020169.4, intron 9 of 9)	10	116986314	117025040	38727	1	ENSMUSG00000020169.4	ENSMUST00000020378.4	27625
chr10	117119151	117120050	900	*	Intron (ENSMUST00000020381.4/ENSMUSG00000020170.4, intron 1 of 9)	10	117069427	117148510	79084	2	ENSMUSG00000020170.4	ENSMUST00000020381.4	28460
chr10	117376643	117376863	221	*	Promoter (<=1kb)	10	117344673	117376970	32298	2	ENSMUSG00000055531.12	ENSMUST00000069168.12	107
chr10	117675998	117676176	179	*	Exon (ENSMUST00000020399.5/ENSMUSG00000020183.11, exon 7 of 9)	10	117629500	117687352	57853	1	ENSMUSG00000020183.11	ENSMUST00000020399.5	46498
chr10	119440607	119440853	247	*	Intron (ENSMUST00000154566.1/ENSMUSG00000085454.1, intron 1 of 2)	10	119429367	119454830	25464	2	ENSMUSG00000085454.1	ENSMUST00000154566.1	13977
chr10	119818895	119819056	162	*	Intron (ENSMUST00000077871.13/ENSMUSG00000034813.18, intron 1 of 21)	10	119453830	120075597	621768	1	ENSMUSG00000034813.18	ENSMUST00000077871.13	365065
chr10	119820689	119820859	171	*	Intron (ENSMUST00000077871.13/ENSMUSG00000034813.18, intron 1 of 21)	10	119453830	120075597	621768	1	ENSMUSG00000034813.18	ENSMUST00000077871.13	366859
chr10	119844801	119845632	832	*	Intron (ENSMUST00000077871.13/ENSMUSG00000034813.18, intron 1 of 21)	10	119453830	120075597	621768	1	ENSMUSG00000034813.18	ENSMUST00000077871.13	390971
chr10	119877906	119878107	202	*	Intron (ENSMUST00000077871.13/ENSMUSG00000034813.18, intron 1 of 21)	10	119453830	120075597	621768	1	ENSMUSG00000034813.18	ENSMUST00000077871.13	424076
chr10	121932405	121932698	294	*	Intron (ENSMUST00000020322.11/ENSMUSG00000020121.15, intron 1 of 21)	10	121780991	122047308	266318	2	ENSMUSG00000020121.15	ENSMUST00000020322.11	114610
chr10	122717692	122717859	168	*	Intron (ENSMUST00000162853.7/ENSMUSG00000034613.12, intron 1 of 5)	10	122678762	122880333	201572	1	ENSMUSG00000034613.12	ENSMUST00000162853.7	38930
chr10	122724435	122724618	184	*	Intron (ENSMUST00000162853.7/ENSMUSG00000034613.12, intron 1 of 5)	10	122678762	122880333	201572	1	ENSMUSG00000034613.12	ENSMUST00000162853.7	45673
chr10	122740716	122741153	438	*	Intron (ENSMUST00000162853.7/ENSMUSG00000034613.12, intron 1 of 5)	10	122678762	122880333	201572	1	ENSMUSG00000034613.12	ENSMUST00000162853.7	61954
chr10	122985113	122985851	739	*	Promoter (<=1kb)	10	122985640	122985724	85	2	ENSMUSG00000065406.3	ENSMUST00000083472.3	0
chr10	126980968	126982250	1283	*	Promoter (2-3kb)	10	126978717	126999969	21253	1	ENSMUSG00000078429.9	ENSMUST00000105256.9	2251
chr10	127076332	127076496	165	*	Promoter (1-2kb)	10	127075284	127093169	17886	1	ENSMUSG00000025422.10	ENSMUST00000239120.1	1048
chr10	127080667	127081797	1131	*	Exon (ENSMUST00000039259.6/ENSMUSG00000025422.10, exon 1 of 19)	10	127075284	127093169	17886	1	ENSMUSG00000025422.10	ENSMUST00000239120.1	5383
chr10	127420116	127421878	1763	*	Promoter (<=1kb)	10	127420338	127452014	31677	1	ENSMUSG00000025404.15	ENSMUST00000171434.7	0
chr10	128096919	128097179	261	*	Intron (ENSMUST00000218772.1/ENSMUSG00000040054.17, intron 3 of 10)	10	128091577	128116757	25181	1	ENSMUSG00000040054.17	ENSMUST00000218772.1	5342
chr10	128176179	128176503	325	*	Promoter (<=1kb)	10	128133107	128176479	43373	2	ENSMUSG00000040043.17	ENSMUST00000092033.3	0
chr10	128338815	128339068	254	*	Promoter (1-2kb)	10	128337734	128362479	24746	1	ENSMUSG00000005683.8	ENSMUST00000005826.8	1081
chr11	3291429	3293213	1785	*	Promoter (<=1kb)	11	3291459	3308142	16684	1	ENSMUSG00000020453.17	ENSMUST00000123983.7	0
chr11	3740850	3742085	1236	*	Intron (ENSMUST00000070552.13/ENSMUSG00000020435.17, intron 2 of 13)	11	3703731	3863903	160173	2	ENSMUSG00000020435.17	ENSMUST00000070552.13	121818
chr11	4173870	4174092	223	*	Exon (ENSMUST00000002198.3/ENSMUSG00000002129.11, exon 7 of 16)	11	4160350	4182541	22192	1	ENSMUSG00000002129.11	ENSMUST00000002198.3	13520
chr11	5740670	5741185	516	*	Promoter (<=1kb)	11	5713417	5741150	27734	2	ENSMUSG00000049680.17	ENSMUST00000093362.11	0
chr11	6417443	6417654	212	*	Promoter (1-2kb)	11	6415443	6419817	4375	1	ENSMUSG00000071866.12	ENSMUST00000132846.1	2000
chr11	6528323	6528711	389	*	Promoter (<=1kb)	11	6525591	6528766	3176	2	ENSMUSG00000085156.8	ENSMUST00000124818.2	55
chr11	16802527	16802700	174	*	Intron (ENSMUST00000102884.9/ENSMUSG00000020122.16, intron 1 of 15)	11	16752203	16887923	135721	1	ENSMUSG00000020122.16	ENSMUST00000102884.9	50324
chr11	20204117	20204337	221	*	Promoter (2-3kb)	11	20201432	20226856	25425	1	ENSMUSG00000020149.17	ENSMUST00000020358.11	2685
chr11	20631515	20631702	188	*	Intron (ENSMUST00000093292.10/ENSMUSG00000049800.13, intron 1 of 1)	11	20543334	20653021	109688	1	ENSMUSG00000049800.13	ENSMUST00000093292.10	88181
chr11	21360833	21361160	328	*	Intron (ENSMUST00000102875.10/ENSMUSG00000001891.16, intron 1 of 9)	11	21321138	21370477	49340	2	ENSMUSG00000001891.16	ENSMUST00000102875.10	9317
chr11	21999810	22000924	1115	*	Promoter (<=1kb)	11	21994764	22001615	6852	2	ENSMUSG00000005917.15	ENSMUST00000006071.13	691
chr11	24096912	24097111	200	*	Intron (ENSMUST00000000881.12/ENSMUSG00000000861.15, intron 2 of 4)	11	24078056	24173194	95139	1	ENSMUSG00000000861.15	ENSMUST00000000881.12	18856
chr11	29375695	29376013	319	*	Promoter (2-3kb)	11	29373658	29510808	137151	1	ENSMUSG00000032740.17	ENSMUST00000040182.12	2037
chr11	30599473	30599695	223	*	Intron (ENSMUST00000074613.3/ENSMUSG00000060923.5, intron 3 of 3)	11	30505991	30649587	143597	2	ENSMUSG00000060923.5	ENSMUST00000074613.3	49892
chr11	31368677	31368856	180	*	Promoter (1-2kb)	11	31357307	31370074	12768	2	ENSMUSG00000020303.2	ENSMUST00000020546.2	1218
chr11	32402205	32403315	1111	*	Intron (ENSMUST00000038753.5/ENSMUSG00000040711.8, intron 6 of 12)	11	32347820	32428173	80354	1	ENSMUSG00000040711.8	ENSMUST00000038753.5	54385
chr11	35893778	35893965	188	*	Intron (ENSMUST00000018993.6/ENSMUSG00000018849.6, intron 5 of 22)	11	35838400	35980527	142128	2	ENSMUSG00000018849.6	ENSMUST00000018993.6	86562
chr11	37076397	37076705	309	*	Intron (ENSMUST00000102801.7/ENSMUSG00000049336.16, intron 2 of 30)	11	36006656	37235882	1229227	2	ENSMUSG00000049336.16	ENSMUST00000102801.7	159177
chr11	37117548	37117810	263	*	Intron (ENSMUST00000102801.7/ENSMUSG00000049336.16, intron 2 of 30)	11	36006656	37235882	1229227	2	ENSMUSG00000049336.16	ENSMUST00000102801.7	118072
